Ticker,Report Date,Price,YoY_Price_growth,Market_Cap,FCF,FCF_per_share,YoY_FCFps_growth
AA,2021-03-31,31.24,,5810640000.0,522000000.0,2.806451612903226,28.000000000000004
AA,2021-06-30,35.42,,6658960000.0,-51000000.0,-0.2712765957446808,-1.2391348189976807
AA,2021-09-30,47.05,3.2084078711985686,8798350000.0,362000000.0,1.9358288770053476,3.3381225436505377
AA,2021-12-31,57.41,1.5907039711191335,10428742131.96,-303000000.0,-1.6680084500977783,0.1448323679637888
AA,2022-03-31,86.85,1.780089628681178,16028178182.55,-38000000.0,-0.2059061212329834,-1.0733688477956607
AA,2022-06-30,44.04,0.24336533032185198,8103360000.0,431000000.0,2.342391304347826,-9.634697357203752
AA,2022-09-30,32.59,-0.30733262486716245,5947661116.660001,7000000.0,0.03835625391651599,-0.9801861340265511
AA,2022-12-31,43.27,-0.2462985542588398,8414358408.05,-58000000.0,-0.29825922290153617,-0.8211884221065833
AA,2023-03-31,41.39,-0.5234312032239493,7367949129.76,-245000000.0,-1.3763056478011153,5.684141489139225
AA,2023-06-30,33.09,-0.2486376021798364,5903396698.68,-127000000.0,-0.7118664413895247,-1.3039058589690777
AA,2023-09-30,28.21,-0.13439705431113846,5033885803.31,-76000000.0,-0.425905569528465,-12.103940714738892
AA,2023-12-31,32.71,-0.24404899468453897,5794238049.63,8000000.0,0.04516210721040534,-1.1514189796749879
AA,2024-03-31,33.52,-0.19014254650881848,6000080000.000001,-323000000.0,-1.8044692737430168,0.31109632269980614
AAGH,2022-12-31,0.01,,210902181.48000002,-116814.0,-5.538776279138561e-06,-0.25518934191770404
AAGH,2023-03-31,0.01,,210909381.48000002,-202285.0,-9.591085924225812e-06,-0.7139534300394759
AAGH,2023-06-30,0.01,,211022367.8,28114.0,1.3322758290081133e-06,-1.174900773968389
AAL,2020-09-30,12.29,,6256212210.0,-3078000000.0,-6.04656919078517,-18.128651435550182
AAL,2020-12-31,15.77,,9020171910.0,-2911000000.0,-5.089312094939885,1.2028915055724951
AAL,2021-03-31,23.9,,15167155100.0,301000000.0,0.474307802126979,-1.206461142501925
AAL,2021-06-30,21.21,,13661848830.0,3545000000.0,5.503607230296077,-2.9949157274738547
AAL,2021-09-30,20.52,0.6696501220504476,13119790320.0,-1786000000.0,-2.793392204152238,-0.5380203027513019
AAL,2021-12-31,17.96,0.13887127457197218,11651837360.0,-1190000000.0,-1.8342514866685369,-0.6395875410171318
AAL,2022-03-31,18.25,-0.23640167364016731,11839979500.0,378000000.0,0.582644589882947,0.22841030080075447
AAL,2022-06-30,12.68,-0.4021687883074022,8246387280.0,1160000000.0,1.7836659255227219,-0.6759096623567075
AAL,2022-09-30,12.04,-0.4132553606237817,7833055439.999999,-1067000000.0,-1.6400598844733825,-0.4128787636639369
AAL,2022-12-31,12.74,-0.2906458797327394,8302428680.0,-844000000.0,-1.2951101917806538,-0.29392986665481713
AAL,2023-03-31,14.75,-0.1917808219178082,9617000000.0,2828000000.0,4.337423312883436,6.444372415360146
AAL,2023-06-30,17.94,0.4148264984227131,11725619880.0,1024000000.0,1.5667026722684447,-0.12163895163871216
AAL,2023-09-30,12.75,0.05897009966777416,8340017250.0,-451000000.0,-0.6894769911896765,-0.5796025512744828
AAL,2023-12-31,13.44,0.05494505494505489,8799530880.0,-2194000000.0,-3.351015003199807,1.5874362077194983
AAL,2024-03-31,15.41,0.044745762711864416,10106602270.0,1356000000.0,2.0675553902053374,-0.5233217417206931
AAN,2021-12-31,21.82,,641529820.0,25010000.0,0.8506513383898506,-155.10436037771643
AAN,2022-03-31,17.87,,561922150.0,12085000.0,0.3843218317697567,-4.182125326267618
AAN,2022-06-30,13.03,,404737860.0,-2505000.0,-0.08064516129032258,-1.1016585701616213
AAN,2022-09-30,8.79,,270969330.0,49306000.0,1.599442047555714,3.902148779587449
AAN,2022-12-31,10.81,-0.504582951420715,326353900.0,25085000.0,0.8309042729380589,-0.023214053232632086
AAN,2023-03-31,8.92,-0.5008393956351427,274673560.0,42900000.0,1.3931737732601566,2.625018560212298
AAN,2023-06-30,13.19,0.012279355333844985,408797670.0,34777000.0,1.122092085309586,-14.913941857838864
AAN,2023-09-30,9.41,0.07053469852104677,289620980.0,9119000.0,0.2962830593280915,-0.8147584904492947
AAN,2023-12-31,10.82,0.0009250693802034955,333017960.0,16497000.0,0.5359997400740789,-0.3549199859343654
AAN,2024-03-31,7.34,-0.17713004484304934,224251680.0,-32841000.0,-1.0749214454045561,-1.7715630785161423
AAOI,2020-09-30,11.25,,255874061.25,-11563000.0,-0.5083897498813003,0.8073941645584752
AAOI,2020-12-31,8.51,,201306824.26,-17830000.0,-0.7537414618593715,1.4786345538345484
AAOI,2021-03-31,8.36,,221022273.55999997,-17521000.0,-0.6627185470528466,0.20729020283489086
AAOI,2021-06-30,8.47,,227324652.94000003,-1021000.0,-0.03804193644708881,-0.9594969205612383
AAOI,2021-09-30,7.18,-0.3617777777777778,194559130.95999998,1391000.0,0.05133339129713391,-1.1009725143143017
AAOI,2021-12-31,5.14,-0.39600470035252644,143998349.01999998,-2817000.0,-0.10055240284726426,-0.866595632673283
AAOI,2022-03-31,3.65,-0.5633971291866028,99181450.0,-4624000.0,-0.1701689176756339,-0.7432259615603239
AAOI,2022-06-30,1.55,-0.8170011806375443,42799088.25,1478000.0,0.05352684119386585,-2.4070482786362484
AAOI,2022-09-30,2.72,-0.6211699164345403,75722746.4,-10115000.0,-0.3633360028262261,-8.077966088839181
AAOI,2022-12-31,1.88,-0.6342412451361867,54070657.44,-4066000.0,-0.1413720557861225,0.40595402778053874
AAOI,2023-03-31,2.21,-0.39452054794520547,63806803.97,-10013000.0,-0.34680831232989273,1.038023847521664
AAOI,2023-06-30,5.96,2.8451612903225807,175751823.56,14236000.0,0.4827634688583142,8.019091321115333
AAOI,2023-09-30,11.27,3.1433823529411757,369364647.96,-16912000.0,-0.516016465172489,0.4202183685586642
AAOI,2023-12-31,18.69,8.941489361702128,684847764.3000001,-4772000.0,-0.13023139542721873,-0.07880383642265294
AAOI,2024-03-31,13.92,5.298642533936652,534000682.56,-34363000.0,-0.8957534617874853,1.5828488820516569
AAP,2020-09-30,138.3,,9537859500.0,309090000.0,4.481838613789604,0.9872004956538997
AAP,2020-12-31,142.14,,9623020140.0,85521000.0,1.2632162006469623,-1.6087227957846686
AAP,2021-03-31,165.81,,11399105880.0,259638000.0,3.776662593820911,-4.618011808629664
AAP,2021-06-30,186.32,,12809127360.0,388805000.0,5.655509978472101,0.02758524803113192
AAP,2021-09-30,190.64,0.3784526391901661,11982486560.0,87612000.0,1.3938969675756514,-0.6889899240711288
AAP,2021-12-31,219.84,0.5466441536513299,13817823360.0,83653000.0,1.3309097273045472,0.053588235032859234
AAP,2022-04-30,185.07,0.11615704722272475,11337573270.0,-168966000.0,-2.7581332332152595,-1.7303096754599967
AAP,2022-06-30,161.22,-0.1347144697294976,9876498420.0,267127000.0,4.360474037315748,-0.22898658937672348
AAP,2022-09-30,146.92,-0.22933277381451952,8866768920.0,53115000.0,0.8801014067703932,-0.36860368646822017
AAP,2022-12-31,143.91,-0.34538755458515286,8685112410.0,185775000.0,3.0782422826465177,1.3128858550615543
AAP,2023-04-30,120.6,-0.3483546766088507,7155680400.0,-472195000.0,-7.958253278053055,1.88537666789063
AAP,2023-09-30,52.03,-0.6772732911549435,3094432220.0,167122000.0,2.8100010088442007,-0.35557442039627385
AAP,2023-12-31,60.05,-0.5912741628096924,3571113450.0,211976000.0,3.5644789722376364,3.0500775760804593
AAP,2024-04-30,71.27,-0.5047599193940657,4244698660.0,-34000000.0,-0.5708720910708889,-1.1854539177403807
AAPL,2020-09-30,112.79,,1923928959800.0,18792000000.0,1.1016777252629617,0.1550639231293087
AAPL,2020-12-31,129.45,,2192251154549.9998,35263000000.0,2.0822410518638814,0.2944035388251767
AAPL,2021-03-31,119.35,,1999527360600.0,21712000000.0,1.2959698632092826,0.9726163367249631
AAPL,2021-06-30,134.05,,2257978146900.0,19001000000.0,1.1280375115662284,0.3231998137815054
AAPL,2021-09-30,138.7,0.22971894671513415,2273532118800.0,16977000000.0,1.0357055792301042,-0.05988334384913744
AAPL,2021-12-31,174.31,0.3465430668211666,2857241410440.0,44163000000.0,2.694225451819467,0.29390660577351435
AAPL,2022-03-31,171.62,0.4379555927943026,2813147672880.0,25652000000.0,1.5649360616369579,0.20754047301811415
AAPL,2022-06-30,134.58,0.0039537486012681915,2175209138100.0002,20790000000.0,1.2862754900174442,0.14027723087994617
AAPL,2022-09-30,136.22,-0.01788031723143468,2208938479860.0,20838000000.0,1.2850300657444766,0.2407291140593341
AAPL,2022-12-31,123.48,-0.2916069072342378,1962433436040.0,30218000000.0,1.9013733518164257,-0.2942783052797648
AAPL,2023-03-31,163.06,-0.04987763663908636,2574253331240.0,25644000000.0,1.6243586399423227,0.03797124992008137
AAPL,2023-06-30,192.07,0.427180858968643,3015040720980.0,24287000000.0,1.5471778067673214,0.2028354880231286
AAPL,2023-09-30,172.28,0.2647188371751579,2687470317240.0,19435000000.0,1.2458786162291924,-0.03046734123890093
AAPL,2023-12-31,184.31,0.4926303854875283,2858604418530.0,37503000000.0,2.41802534313387,0.2717256928124477
AAPL,2024-03-31,169.02,0.036550962835766025,2603897781120.0,20694000000.0,1.3432554477985514,-0.17305488162007904
AAT,2020-09-30,19.1,,1142660823.4,26578000.0,0.4442611399675996,-0.22856623976264195
AAT,2020-12-31,23.09,,1384311329.59,3038000.0,0.05067315314162457,-0.6601647732578813
AAT,2021-03-31,26.14,,1567990516.9,31133000.0,0.5190188405022744,0.24838500123535454
AAT,2021-06-30,30.27,,1815771800.58,10067000.0,0.16782290037914604,0.1074000916613934
AAT,2021-09-30,30.6,0.6020942408376962,1835704495.8000002,-172851000.0,-2.881313747447652,-7.485630833382792
AAT,2021-12-31,30.95,0.34040710264183627,1857025998.0,-12370000.0,-0.20616378037374145,-5.06850112124544
AAT,2022-03-31,31.52,0.20581484315225704,1891272590.56,-35847000.0,-0.5974270687576775,-2.151070100228971
AAT,2022-06-30,24.95,-0.17575156921043938,1498004062.85,13677000.0,0.22779721261288033,0.35736667700439045
AAT,2022-09-30,21.86,-0.2856209150326798,1312564397.62,29581000.0,0.4926544260780786,-1.1709825688071926
AAT,2022-12-31,22.8,-0.26332794830371564,2846246322.0,6063000.0,0.048567967899160625,-1.2355795368668288
AAT,2023-03-31,16.22,-0.4854060913705584,975545557.9799999,27667000.0,0.4600079784374357,-1.7699818145066666
AAT,2023-06-30,17.02,-0.31783567134268537,1023688494.1999999,27433000.0,0.4561052142770093,1.0022422971966591
AAT,2023-09-30,17.15,-0.21546203110704487,1031584179.1499999,32638000.0,0.542603998115998,0.10138865986764353
AAT,2023-12-31,20.99,-0.0793859649122808,1263480539.9599998,12267000.0,0.20378970776087424,3.1959694130912206
AAT,2024-03-31,19.63,0.21023427866831076,1183883749.23,43946000.0,0.7286695003298048,0.5840366569400904
AAWH,2021-12-31,6.57,,720897100.02,-107872000.0,-0.9831070758646939,17.982271952320644
AAWH,2022-03-31,4.0,,689976000.0,14941000.0,0.08661750553642446,-1.466118893957792
AAWH,2022-06-30,1.92,,355791360.0,-57672000.0,-0.31122239730610657,0.267286542439191
AAWH,2022-09-30,1.82,,341608540.0,-47069000.0,-0.25077118973665,-1.9114996457040967
AAWH,2022-12-31,1.17,-0.8219178082191781,219989250.0,-35225000.0,-0.1873421087621327,-0.8094387545757867
AAWH,2023-03-31,0.94,-0.765,177177780.0,8748000.0,0.04641168886978943,-0.46417657051700306
AAWH,2023-06-30,0.62,-0.6770833333333333,121303000.0,31769000.0,0.1623766930743675,-1.5217384561004457
AAWH,2023-09-30,0.96,-0.47252747252747257,197481600.0,1194000.0,0.005804287589324777,-1.0231457512939195
AAWH,2023-12-31,1.0,-0.14529914529914525,206769000.0,8432000.0,0.04077980741793983,-1.2176756079420337
AAWH,2024-03-31,1.33,0.41489361702127675,277908820.0,-6270000.0,-0.03000660432439676,-1.6465311876191784
AAWW,2020-09-30,60.9,,1591621500.0,203829000.0,7.799081691218673,2.7722383784776827
AAWW,2020-12-31,54.54,,1494505080.0,273710000.0,9.988686957156412,1.8276178847139932
AAWW,2021-03-31,60.44,,1721996040.0,63313000.0,2.222210522621179,-0.4640655505881009
AAWW,2021-06-30,68.11,,1940522010.0,238284000.0,8.363483205222701,-0.5367577141824951
AAWW,2021-09-30,81.68,0.34121510673234823,2370598640.0,252674000.0,8.705991799607208,0.11628421707771892
AAWW,2021-12-31,94.12,0.7257059039237258,2731644760.0,287895000.0,9.919546566516212,-0.006921869804986171
AAWW,2022-03-31,86.37,0.42902051621442766,2513971590.0,191444000.0,6.57724945889305,1.9597778392008256
AAWW,2022-06-30,61.71,-0.09396564381148141,1742875530.0,193851000.0,6.863683036504621,-0.17932721713143493
AAWW,2022-09-30,95.57,0.17005386875612127,2707115820.0,124550000.0,4.397020405281367,-0.49494319469956893
AAWW,2022-12-31,101.25,0.07575435614109642,2852820000.0,261322000.0,9.274630891538898,-0.06501463253917779
ABBV,2020-09-30,72.19,,127704110000.0,5613000000.0,3.172979084228378,0.06775324329521182
ABBV,2020-12-31,89.52,,158539920000.0,4575000000.0,2.583286278938453,0.23104548575376796
ABBV,2021-03-31,91.46,,161792740000.0,4689000000.0,2.6506500847936687,0.06385170069903073
ABBV,2021-06-30,96.37,,170382160000.0,4695000000.0,2.6555429864253393,0.5019503085997712
ABBV,2021-09-30,93.31,0.2925612965784735,165158700000.0,7718000000.0,4.36045197740113,0.3742454209910206
ABBV,2021-12-31,118.52,0.3239499553172476,209131130847.19998,4888000000.0,2.770155536639257,0.0723378044564205
ABBV,2022-03-31,143.4,0.5678985348786356,253579625606.40002,4746000000.0,2.6838765077142823,0.012535197727994347
ABBV,2022-06-30,136.68,0.4182836982463422,241696396289.28,4862000000.0,2.749474837864905,0.03537199432271621
ABBV,2022-09-30,120.89,0.2955738934733683,214096190000.0,7425000000.0,4.192546583850931,-0.03850641961438869
ABBV,2022-12-31,147.71,0.24628754640567005,261594410000.0,7215000000.0,4.073969508752118,0.4706645366543726
ABBV,2023-03-31,146.38,0.020781032078103136,258235074781.06,4018000000.0,2.277594709001698,-0.15137872310622572
ABBV,2023-06-30,124.88,-0.08633304067895822,221716771868.47998,6141000000.0,3.458863637320634,0.2580088348823014
ABBV,2023-09-30,138.93,0.14922656960873526,245217935252.40002,7355000000.0,4.16702860232569,-0.0060865111489834854
ABBV,2023-12-31,151.27,0.02410127953422248,267350504179.99002,4548000000.0,2.5733108755868654,-0.36835293684485954
ABBV,2024-03-31,172.72,0.17994261511135404,305541680000.0,3847000000.0,2.1746749576031656,-0.0451879129292689
ABCL,2021-12-31,14.3,,4215746020.2000003,-26142000.0,-0.08867483909342931,105.77043441900418
ABCL,2022-03-31,9.75,,2719604160.0,85724000.0,0.3073274457706374,-0.21729176265513786
ABCL,2022-06-30,10.65,,2970644544.0,241693000.0,0.8664888753516247,0.9511652034639639
ABCL,2022-09-30,9.89,,2821841690.9100003,-141299000.0,-0.49522519796259196,8.522613161067843
ABCL,2022-12-31,9.49,-0.33636363636363636,2705187190.94,18582000.0,0.06518705270769974,-1.7351245671730802
ABCL,2023-03-31,7.54,-0.22666666666666666,2169764205.44,-59047000.0,-0.20519021324241835,-1.6676599049847132
ABCL,2023-06-30,6.46,-0.3934272300469484,1866330092.02,-7298000.0,-0.02526084758617008,-1.0291531124111883
ABCL,2023-09-30,4.46,-0.5490394337714863,1291155910.86,-20437000.0,-0.07059489813223903,-0.8574488971428074
ABCL,2023-12-31,5.73,-0.39620653319283455,1664544257.4,-34602000.0,-0.11911336037991248,-2.827254883174724
ABCL,2024-03-31,4.44,-0.4111405835543766,1299694120.44,-65848000.0,-0.22494917488818242,0.09629582879969133
ABEO,2022-06-30,5.2,,30193659.6,-7526000.0,-1.296139670329992,-0.5839080701468959
ABEO,2022-09-30,3.04,,19520584.8,-6690000.0,-1.0418540329795858,-0.6403058147389854
ABEO,2022-12-31,2.86,,42986778.12,-13873000.0,-0.9229996230292032,-0.8978917238698245
ABEO,2023-03-31,2.82,,47669347.68,-11962000.0,-0.7076421566841126,-0.7850902572738895
ABEO,2023-06-30,4.03,-0.22499999999999998,72608.51000000001,-10137000.0,-562.6352888938225,433.0853858369891
ABEO,2023-09-30,4.05,0.3322368421052631,100430134.2,-5782000.0,-0.23316806441148816,-0.7761989136379751
ABEO,2023-12-31,5.53,0.9335664335664338,242226713.47,-9255000.0,-0.21129027953532759,-0.7710830272694029
ABEO,2024-03-31,7.72,1.7375886524822697,210875945.64,-15263000.0,-0.5587662435484977,-0.21038304703781552
ABG,2020-09-30,97.45,,1871040000.0,61300000.0,3.1927083333333335,-0.6495360392720305
ABG,2020-12-31,145.74,,2812782000.0,8300000.0,0.43005181347150256,-1.2867012089810017
ABG,2021-03-31,196.5,,3792450000.0,208100000.0,10.782383419689118,0.7090748822909722
ABG,2021-06-30,171.37,,3307441000.0,151400000.0,7.844559585492228,-0.6395032454728321
ABG,2021-09-30,196.74,1.0188814776808621,4269258000.0,346300000.0,15.95852534562212,3.998428819509701
ABG,2021-12-31,172.73,0.18519280911211733,3748241000.0,180300000.0,8.308755760368664,18.320359780134364
ABG,2022-03-31,160.2,-0.18473282442748098,3476339999.9999995,388200000.0,17.889400921658986,0.6591323295916311
ABG,2022-06-30,169.34,-0.011845713952267032,3742414000.0,68900000.0,3.1176470588235294,-0.6025720724220995
ABG,2022-09-30,151.1,-0.2319812951102979,3339310000.0,134600000.0,6.090497737556561,-0.618354603219817
ABG,2022-12-31,174.3,0.00908933016847115,4061190000.0000005,-488700000.0,-20.974248927038627,-3.524354973470539
ABG,2023-03-31,210.0,0.3108614232209739,4536000000.0,156500000.0,7.24537037037037,-0.594990888621749
ABG,2023-06-30,240.42,0.41974725404511626,5024778000.0,26700000.0,1.277511961722488,-0.5902320122776925
ABG,2023-09-30,218.85,0.4483785572468564,4508310000.0,-3600000.0,-0.17475728155339806,-1.028693431815231
ABG,2023-12-31,222.84,0.27848537005163504,4568220000.0,1333400000.0,65.0439024390244,-4.101131423837259
ABG,2024-03-31,234.35,0.11595238095238093,4757305000.0,72100000.0,3.5517241379310347,-0.509793984796739
ABM,2020-07-31,32.8,,2194320000.0,122100000.0,1.8251121076233183,1.9865470852017935
ABM,2020-10-31,32.54,,2176926000.0,189000000.0,2.8251121076233185,0.4041604754829123
ABM,2021-01-31,35.33,,2374176000.0,40200000.0,0.5982142857142857,-1.9666796066252585
ABM,2021-04-30,47.6,,3198720000.0,117400000.0,1.7470238095238095,-0.2469336800441826
ABM,2021-07-31,42.13,0.2844512195121953,2843775000.0,80000000.0,1.1851851851851851,-0.35062335062335065
ABM,2021-10-31,42.48,0.3054701905347264,2858904000.0,46900000.0,0.6968796433878157,-0.7533267294039955
ABM,2022-01-31,39.1,0.10670818001698283,2639250000.0,-102800000.0,-1.522962962962963,-3.545848535102267
ABM,2022-04-30,45.18,-0.050840336134453816,3036096000.0,-50400000.0,-0.75,-1.4293015332197614
ABM,2022-07-31,42.92,0.018751483503441708,2867056000.0,22900000.0,0.34281437125748504,-0.710750374251497
ABM,2022-10-31,42.32,-0.0037664783427494492,2831208000.0,105800000.0,1.5814648729446936,1.2693515127756478
ABM,2023-01-31,44.81,0.14603580562659849,2975384000.0,-83400000.0,-1.2560240963855422,-0.17527600675073837
ABM,2023-04-30,40.86,-0.0956175298804781,2713104000.0,16200000.0,0.24397590361445784,-1.3253012048192772
ABM,2023-07-31,44.67,0.0407735321528425,2961621000.0,138700000.0,2.092006033182504,5.102445546576038
ABM,2023-10-31,38.18,-0.09782608695652176,2477882000.0,122000000.0,1.8798151001540833,0.18865434971935885
ABM,2024-01-31,39.79,-0.11202856505244371,2526665000.0,-13400000.0,-0.2110236220472441,-0.8319907853244963
ABM,2024-04-30,42.84,0.04845814977973578,2711772000.0,101800000.0,1.6082148499210112,5.591695434244144
ABMC,2020-09-30,0.18,,6471625.68,-145000.0,-0.004032989744858049,-0.11908200774196488
ABMC,2020-12-31,0.13,,5051674.16,-184000.0,-0.004735063909981082,-3.455563707773593
ABMD,2020-09-30,277.06,,12496514240.0,67701000.0,1.5009976942178078,0.09889364647760704
ABMD,2020-12-31,324.2,,14654164200.0,71413000.0,1.5798986748080794,-0.11503559903164644
ABMD,2021-03-31,318.73,,14420938850.0,60366000.0,1.334202674328655,-0.20976295110771914
ABMD,2021-06-30,312.11,,14088645400.0,48189000.0,1.0675454142667258,1.2127662489590296
ABMD,2021-09-30,325.52,0.17490796217425822,14793256400.0,53348000.0,1.173902519529101,-0.21791850577036423
ABMD,2021-12-31,359.17,0.10786551511412718,16322480650.0,84009000.0,1.8485862031026516,0.17006630398447004
ABMD,2022-03-31,331.24,0.039249521538606315,15053201800.0,64081000.0,1.410078116404445,0.05686950231453324
ABMD,2022-06-30,247.51,-0.20697830892954414,11280268250.0,61320000.0,1.3454744925946243,0.2603440327817829
ABMD,2022-09-30,245.66,-0.24533054804620297,11146085520.0,7812000.0,0.17217667283787358,-0.8533296675204851
ABML,2023-06-30,11.55,,518144653.95000005,-5460869.0,-0.12172862629995683,-0.2123120099109315
ABNB,2021-12-31,166.49,,108237646350.0,403100000.0,0.6200441460357013,-2.450663721274649
ABNB,2022-03-31,171.76,,108119828320.0,1196000000.0,1.8999748999971404,0.9074361741379746
ABNB,2022-06-30,89.08,,56074256560.0,796000000.0,1.264531789630204,-0.010791005065727092
ABNB,2022-09-30,105.04,,67058271280.00001,958000000.0,1.5006101123577906,0.7608608900049436
ABNB,2022-12-31,84.9,-0.49005946303081266,52289145900.0,480000000.0,0.779358685221898,0.256940639154141
ABOS,2022-06-30,4.7,,190336308.9,-6459000.0,-0.15949295315981615,0.44372106076763845
ABOS,2022-09-30,10.03,,406243685.79999995,-9309000.0,-0.2298356214845075,0.14280485762080358
ABOS,2022-12-31,5.26,,215315612.01999998,-11238000.0,-0.2745359681327208,0.5024596221132235
ABOS,2023-09-30,4.17,,226137557.1,-12905000.0,-0.23796953805511858,0.0353901476110367
ABOS,2023-12-31,4.23,-0.09999999999999995,246007400.94000003,-8332000.0,-0.1432654459391485,-0.47815418535654786
ABSI,2022-06-30,3.32,,301022736.68,-26452000.0,-0.29174088631503303,-0.8403349301546881
ABSI,2022-09-30,3.13,,285159479.45,-23913000.0,-0.2624765978124316,-0.29706405804322383
ABSI,2022-12-31,2.26,,207555624.71999997,-19010000.0,-0.2069931858409431,1.0619339335122797
ABSI,2023-03-31,1.75,,160089041.0,-20347000.0,-0.22242153352645794,-0.28706155128522703
ABSI,2023-06-30,1.52,-0.5421686746987951,139578225.6,-19425000.0,-0.21153729296297918,-0.2749137920471213
ABSI,2023-09-30,1.29,-0.5878594249201278,118960231.86,-10657000.0,-0.11556408208903772,-0.5597166259689903
ABSI,2023-12-31,3.69,0.6327433628318585,341648236.62,-14813000.0,-0.15998903006426413,-0.2270806915006261
ABSI,2024-03-31,5.61,2.205714285714286,557596598.13,-17714000.0,-0.17822120926360321,-0.19872322415040322
ABT,2020-09-30,99.96,,177376521000.0,1570000000.0,0.8847687344144043,0.013178017555617278
ABT,2020-12-31,100.9,,179165203900.0,3119000000.0,1.756519084898047,0.567127864918245
ABT,2021-03-31,110.89,,197034009380.0,2240000000.0,1.2606635817928662,5.2816593535126275
ABT,2021-06-30,107.67,,191312578140.0,1715000000.0,0.9651955548101632,1.516538756599034
ABT,2021-09-30,110.13,0.10174069627851143,194741443895.97,2240000000.0,1.26676271401059,0.4317444375439118
ABT,2021-12-31,131.71,0.30535183349851336,232901076686.99002,2453000000.0,1.387218275655347,-0.21024582790919982
ABT,2022-03-31,111.17,0.0025250247993507183,196046323622.39,1744000000.0,0.988952388484664,-0.21553029470541632
ABT,2022-06-30,102.45,-0.04848147116188352,179384037508.05002,2031000000.0,1.1599468541935478,0.20177392903730143
ABT,2022-09-30,91.65,-0.1678016889131026,160499289445.95,2313000000.0,1.3207936977901007,0.042652805598017526
ABT,2022-12-31,104.27,-0.20833649684913833,189695991623.19,1716000000.0,0.9432319495470375,-0.3200551304001257
ABT,2023-03-31,96.79,-0.1293514437348205,168215815892.07,763000000.0,0.439023938435039,-0.5560717143241451
ABT,2023-06-30,104.72,0.02215714982918493,182102508791.28,696000000.0,0.4002422618105639,-0.654947758715349
ABT,2023-09-30,92.39,0.008074195308237804,160329723772.2,1317000000.0,0.758921222697809,-0.4254051757154764
ABT,2023-12-31,106.62,0.02253764265848287,186344997100.56,2283000000.0,1.3062516503657102,0.3848679012548329
ABT,2024-03-31,109.32,0.12945552226469662,190238991960.0,627000000.0,0.3603027922604432,-0.17930946192867778
ABTL,2020-09-30,3.14,,41262281.56,3174000.0,0.24153681336083638,-2.9809380321481336
ABTL,2020-12-31,2.47,,32495500.310000002,388000.0,0.029492083237908456,-1.1329465801260643
ABTL,2021-03-31,2.67,,35385643.5,284000.0,0.02142902954414267,-1.2665315325552042
ABTL,2021-06-30,3.12,,41077467.6,-346000.0,-0.026280101064458026,-0.7123752876917856
ABTL,2021-09-30,2.79,-0.11146496815286627,36955980.09,-815000.0,-0.06152860766951452,-1.254738012037924
ABTL,2021-12-31,3.4,0.3765182186234816,43508984.0,-2583000.0,-0.20184796776684097,-7.844140718665481
ABTL,2022-03-31,2.31,-0.13483146067415727,30296537.04,-2611000.0,-0.1990791882265895,-10.290163505374654
ABTL,2022-06-30,0.38,-0.8782051282051282,5033430.98,-912000.0,-0.06885164441054877,1.619915511042906
ABUS,2020-09-30,3.13,,248795699.72,-12185000.0,-0.1532946511652834,-0.6326732440283935
ABUS,2020-12-31,3.55,,307308433.8,-15165000.0,-0.17518474626386904,-0.22975730922426627
ABUS,2021-06-30,3.03,,293310150.9,-14641000.0,-0.15124682819151622,0.18726672320283763
