Ticker,Report Date,Price,FCF,FCF_per_share,FCFps_growth
AAWW,2021-03-31,60.44,63313000.0,2.222210522621179,-0.4640655505881009
AAWW,2021-06-30,68.11,238284000.0,8.363483205222701,-0.5367577141824951
AAWW,2021-09-30,81.68,252674000.0,8.705991799607208,0.11628421707771892
AAWW,2021-12-31,94.12,287895000.0,9.919546566516212,-0.006921869804986171
AAWW,2022-03-31,86.37,191444000.0,6.57724945889305,1.9597778392008256
AAWW,2022-06-30,61.71,193851000.0,6.863683036504621,-0.17932721713143493
AAWW,2022-09-30,95.57,124550000.0,4.397020405281367,-0.49494319469956893
AAWW,2022-12-31,101.25,261322000.0,9.274630891538898,-0.06501463253917779
ABBV,2020-09-30,72.19,5613000000.0,3.172979084228378,0.06775324329521182
ABBV,2020-12-31,89.52,4575000000.0,2.583286278938453,0.23104548575376796
ABBV,2021-03-31,91.46,4689000000.0,2.6506500847936687,0.06385170069903073
ABBV,2021-06-30,96.37,4695000000.0,2.6555429864253393,0.5019503085997712
ABBV,2021-09-30,93.31,7718000000.0,4.36045197740113,0.3742454209910206
ABBV,2021-12-31,118.52,4888000000.0,2.770155536639257,0.0723378044564205
ABBV,2022-03-31,143.4,4746000000.0,2.6838765077142823,0.012535197727994347
ABBV,2022-06-30,136.68,4862000000.0,2.749474837864905,0.03537199432271621
ABBV,2022-09-30,120.89,7425000000.0,4.192546583850931,-0.03850641961438869
ABBV,2022-12-31,147.71,7215000000.0,4.073969508752118,0.4706645366543726
ABBV,2023-03-31,146.38,4018000000.0,2.277594709001698,-0.15137872310622572
ABBV,2023-06-30,124.88,6141000000.0,3.458863637320634,0.2580088348823014
ABBV,2023-09-30,138.93,7355000000.0,4.16702860232569,-0.0060865111489834854
ABBV,2023-12-31,151.27,4548000000.0,2.5733108755868654,-0.36835293684485954
ABBV,2024-03-31,172.72,3847000000.0,2.1746749576031656,-0.0451879129292689
ABCL,2021-12-31,14.3,-26142000.0,-0.08867483909342931,105.77043441900418
ABCL,2022-03-31,9.75,85724000.0,0.3073274457706374,-0.21729176265513786
ABCL,2022-06-30,10.65,241693000.0,0.8664888753516247,0.9511652034639639
ABCL,2022-09-30,9.89,-141299000.0,-0.49522519796259196,8.522613161067843
ABCL,2022-12-31,9.49,18582000.0,0.06518705270769974,-1.7351245671730802
ABCL,2023-03-31,7.54,-59047000.0,-0.20519021324241835,-1.6676599049847132
ABCL,2023-06-30,6.46,-7298000.0,-0.02526084758617008,-1.0291531124111883
ABCL,2023-09-30,4.46,-20437000.0,-0.07059489813223903,-0.8574488971428074
ABCL,2023-12-31,5.73,-34602000.0,-0.11911336037991248,-2.827254883174724
ABCL,2024-03-31,4.44,-65848000.0,-0.22494917488818242,0.09629582879969133
ABEO,2022-06-30,5.2,-7526000.0,-1.296139670329992,-0.5839080701468959
ABEO,2022-09-30,3.04,-6690000.0,-1.0418540329795858,-0.6403058147389854
ABEO,2022-12-31,2.86,-13873000.0,-0.9229996230292032,-0.8978917238698245
ABEO,2023-03-31,2.82,-11962000.0,-0.7076421566841126,-0.7850902572738895
ABEO,2023-06-30,4.03,-10137000.0,-562.6352888938225,433.0853858369891
ABEO,2023-09-30,4.05,-5782000.0,-0.23316806441148816,-0.7761989136379751
ABEO,2023-12-31,5.53,-9255000.0,-0.21129027953532759,-0.7710830272694029
ABEO,2024-03-31,7.72,-15263000.0,-0.5587662435484977,-0.21038304703781552
ABG,2020-09-30,97.45,61300000.0,3.1927083333333335,-0.6495360392720305
ABG,2020-12-31,145.74,8300000.0,0.43005181347150256,-1.2867012089810017
ABG,2021-03-31,196.5,208100000.0,10.782383419689118,0.7090748822909722
ABG,2021-06-30,171.37,151400000.0,7.844559585492228,-0.6395032454728321
ABG,2021-09-30,196.74,346300000.0,15.95852534562212,3.998428819509701
ABG,2021-12-31,172.73,180300000.0,8.308755760368664,18.320359780134364
ABG,2022-03-31,160.2,388200000.0,17.889400921658986,0.6591323295916311
ABG,2022-06-30,169.34,68900000.0,3.1176470588235294,-0.6025720724220995
ABG,2022-09-30,151.1,134600000.0,6.090497737556561,-0.618354603219817
ABG,2022-12-31,174.3,-488700000.0,-20.974248927038627,-3.524354973470539
ABG,2023-03-31,210.0,156500000.0,7.24537037037037,-0.594990888621749
ABG,2023-06-30,240.42,26700000.0,1.277511961722488,-0.5902320122776925
ABG,2023-09-30,218.85,-3600000.0,-0.17475728155339806,-1.028693431815231
ABG,2023-12-31,222.84,1333400000.0,65.0439024390244,-4.101131423837259
ABG,2024-03-31,234.35,72100000.0,3.5517241379310347,-0.509793984796739
ABM,2020-07-31,32.8,122100000.0,1.8251121076233183,1.9865470852017935
ABM,2020-10-31,32.54,189000000.0,2.8251121076233185,0.4041604754829123
ABM,2021-01-31,35.33,40200000.0,0.5982142857142857,-1.9666796066252585
ABM,2021-04-30,47.6,117400000.0,1.7470238095238095,-0.2469336800441826
ABM,2021-07-31,42.13,80000000.0,1.1851851851851851,-0.35062335062335065
ABM,2021-10-31,42.48,46900000.0,0.6968796433878157,-0.7533267294039955
ABM,2022-01-31,39.1,-102800000.0,-1.522962962962963,-3.545848535102267
ABM,2022-04-30,45.18,-50400000.0,-0.75,-1.4293015332197614
ABM,2022-07-31,42.92,22900000.0,0.34281437125748504,-0.710750374251497
ABM,2022-10-31,42.32,105800000.0,1.5814648729446936,1.2693515127756478
ABM,2023-01-31,44.81,-83400000.0,-1.2560240963855422,-0.17527600675073837
ABM,2023-04-30,40.86,16200000.0,0.24397590361445784,-1.3253012048192772
ABM,2023-07-31,44.67,138700000.0,2.092006033182504,5.102445546576038
ABM,2023-10-31,38.18,122000000.0,1.8798151001540833,0.18865434971935885
ABM,2024-01-31,39.79,-13400000.0,-0.2110236220472441,-0.8319907853244963
ABM,2024-04-30,42.84,101800000.0,1.6082148499210112,5.591695434244144
ABMC,2020-09-30,0.18,-145000.0,-0.004032989744858049,-0.11908200774196488
ABMC,2020-12-31,0.13,-184000.0,-0.004735063909981082,-3.455563707773593
ABMD,2020-09-30,277.06,67701000.0,1.5009976942178078,0.09889364647760704
ABMD,2020-12-31,324.2,71413000.0,1.5798986748080794,-0.11503559903164644
ABMD,2021-03-31,318.73,60366000.0,1.334202674328655,-0.20976295110771914
ABMD,2021-06-30,312.11,48189000.0,1.0675454142667258,1.2127662489590296
ABMD,2021-09-30,325.52,53348000.0,1.173902519529101,-0.21791850577036423
ABMD,2021-12-31,359.17,84009000.0,1.8485862031026516,0.17006630398447004
ABMD,2022-03-31,331.24,64081000.0,1.410078116404445,0.05686950231453324
ABMD,2022-06-30,247.51,61320000.0,1.3454744925946243,0.2603440327817829
ABMD,2022-09-30,245.66,7812000.0,0.17217667283787358,-0.8533296675204851
ABML,2023-06-30,11.55,-5460869.0,-0.12172862629995683,-0.2123120099109315
ABNB,2021-12-31,166.49,403100000.0,0.6200441460357013,-2.450663721274649
ABNB,2022-03-31,171.76,1196000000.0,1.8999748999971404,0.9074361741379746
ABNB,2022-06-30,89.08,796000000.0,1.264531789630204,-0.010791005065727092
ABNB,2022-09-30,105.04,958000000.0,1.5006101123577906,0.7608608900049436
ABNB,2022-12-31,84.9,480000000.0,0.779358685221898,0.256940639154141
ABOS,2022-06-30,4.7,-6459000.0,-0.15949295315981615,0.44372106076763845
ABOS,2022-09-30,10.03,-9309000.0,-0.2298356214845075,0.14280485762080358
ABOS,2022-12-31,5.26,-11238000.0,-0.2745359681327208,0.5024596221132235
ABOS,2023-09-30,4.17,-12905000.0,-0.23796953805511858,0.0353901476110367
ABOS,2023-12-31,4.23,-8332000.0,-0.1432654459391485,-0.47815418535654786
ABSI,2022-06-30,3.32,-26452000.0,-0.29174088631503303,-0.8403349301546881
ABSI,2022-09-30,3.13,-23913000.0,-0.2624765978124316,-0.29706405804322383
ABSI,2022-12-31,2.26,-19010000.0,-0.2069931858409431,1.0619339335122797
ABSI,2023-03-31,1.75,-20347000.0,-0.22242153352645794,-0.28706155128522703
ABSI,2023-06-30,1.52,-19425000.0,-0.21153729296297918,-0.2749137920471213
ABSI,2023-09-30,1.29,-10657000.0,-0.11556408208903772,-0.5597166259689903
ABSI,2023-12-31,3.69,-14813000.0,-0.15998903006426413,-0.2270806915006261
ABSI,2024-03-31,5.61,-17714000.0,-0.17822120926360321,-0.19872322415040322
ABT,2020-09-30,99.96,1570000000.0,0.8847687344144043,0.013178017555617278
ABT,2020-12-31,100.9,3119000000.0,1.756519084898047,0.567127864918245
ABT,2021-03-31,110.89,2240000000.0,1.2606635817928662,5.2816593535126275
ABT,2021-06-30,107.67,1715000000.0,0.9651955548101632,1.516538756599034
ABT,2021-09-30,110.13,2240000000.0,1.26676271401059,0.4317444375439118
ABT,2021-12-31,131.71,2453000000.0,1.387218275655347,-0.21024582790919982
ABT,2022-03-31,111.17,1744000000.0,0.988952388484664,-0.21553029470541632
ABT,2022-06-30,102.45,2031000000.0,1.1599468541935478,0.20177392903730143
ABT,2022-09-30,91.65,2313000000.0,1.3207936977901007,0.042652805598017526
ABT,2022-12-31,104.27,1716000000.0,0.9432319495470375,-0.3200551304001257
ABT,2023-03-31,96.79,763000000.0,0.439023938435039,-0.5560717143241451
ABT,2023-06-30,104.72,696000000.0,0.4002422618105639,-0.654947758715349
ABT,2023-09-30,92.39,1317000000.0,0.758921222697809,-0.4254051757154764
ABT,2023-12-31,106.62,2283000000.0,1.3062516503657102,0.3848679012548329
ABT,2024-03-31,109.32,627000000.0,0.3603027922604432,-0.17930946192867778
ABTL,2020-09-30,3.14,3174000.0,0.24153681336083638,-2.9809380321481336
ABTL,2020-12-31,2.47,388000.0,0.029492083237908456,-1.1329465801260643
ABTL,2021-03-31,2.67,284000.0,0.02142902954414267,-1.2665315325552042
ABTL,2021-06-30,3.12,-346000.0,-0.026280101064458026,-0.7123752876917856
ABTL,2021-09-30,2.79,-815000.0,-0.06152860766951452,-1.254738012037924
ABTL,2021-12-31,3.4,-2583000.0,-0.20184796776684097,-7.844140718665481
ABTL,2022-03-31,2.31,-2611000.0,-0.1990791882265895,-10.290163505374654
ABTL,2022-06-30,0.38,-912000.0,-0.06885164441054877,1.619915511042906
ABUS,2020-09-30,3.13,-12185000.0,-0.1532946511652834,-0.6326732440283935
ABUS,2020-12-31,3.55,-15165000.0,-0.17518474626386904,-0.22975730922426627
ABUS,2021-06-30,3.03,-14641000.0,-0.15124682819151622,0.18726672320283763
ABUS,2021-09-30,4.29,-16056000.0,-0.15852086526446194,0.03409260570705491
ABUS,2021-12-31,3.89,-19664000.0,-0.17306409298956207,-0.012105239294708732
ABUS,2022-03-31,2.98,20544000.0,0.20283088290938628,-2.054025438477716
ABUS,2022-06-30,2.71,-20485000.0,-0.1377142412754045,-0.08947352534875043
ABUS,2022-09-30,1.91,-18783000.0,-0.1243946901593707,-0.2152787587183441
ABUS,2022-12-31,2.23,-17144000.0,-0.08456744801023262,-0.5113518549724055
ABUS,2023-03-31,3.03,-27418000.0,-0.1696202834233805,-1.8362645815586058
ABUS,2023-06-30,2.3,-20418000.0,-0.00012295312671282594,-0.9991071865511212
ABUS,2023-09-30,1.92,-21796000.0,-0.13011550144601566,0.04598919197688932
ABUS,2023-12-31,2.59,-17292000.0,-0.10419354368912354,0.2320762437636307
ABUS,2024-03-31,2.56,-19390000.0,-0.11040534693949318,-0.34910292147127214
ABVC,2023-12-31,1.2,-430463.0,-0.06452810684194636,-0.5370043478276243
ACA,2020-09-30,43.44,95000000.0,1.975051975051975,0.6255152853090996
ACA,2020-12-31,54.18,8700000.0,0.18049792531120332,-0.9275593616848068
ACA,2021-03-31,64.25,-10000000.0,-0.20833333333333334,-1.3905228758169936
ACA,2021-06-30,58.02,30700001.0,0.6395833541666667,-0.47360751435423826
ACA,2021-09-30,49.6,10199999.0,0.21161823651452283,-0.8928543455121205
ACA,2021-12-31,52.16,70500000.0,1.462655601659751,7.1034482758620685
ACA,2022-03-31,56.71,19200000.0,0.3983402489626556,-2.9120331950207468
ACA,2022-06-30,46.04,68300000.0,1.4140786749482401,1.2109372699211158
ACA,2022-09-30,56.76,40700000.0,0.8426501035196687,2.981935193292473
ACA,2022-12-31,53.66,-59700000.0,-1.24375,-1.850336879432624
ACA,2023-03-31,62.75,6800000.0,0.14078674948240166,-0.6465665976535542
ACA,2023-06-30,75.4,75600000.0,1.5587628865979382,0.10231694615930328
ACA,2023-09-30,70.04,1700000.0,0.03490759753593429,-0.9585740304426136
ACA,2023-12-31,81.74,10000000.0,0.20618556701030927,-1.1657773403097964
ACA,2024-03-31,83.95,30300000.0,0.6247422680412371,3.437507580351728
ACAN,2020-09-30,0.47,-52255.0,-0.002223161036757567,-0.9925705902562424
ACAN,2023-09-30,0.33,134265.0,0.005504477479280981,0.15251103517216505
ACC,2020-09-30,32.87,-17090000.0,-0.12417162215460346,-0.486759379375663
ACC,2020-12-31,40.72,33006000.0,0.2398116103462253,-0.6162174243057776
ACC,2021-03-31,41.58,40485000.0,0.2939831698719861,-0.7127854208969296
ACC,2021-06-30,45.46,-69081000.0,-0.5004105110503102,1.0698308351984527
ACC,2021-09-30,47.6,58742000.0,0.4223948239081626,-4.401701746170697
ACC,2021-12-31,56.77,76527000.0,0.5646653376699383,1.354620515890407
ACC,2022-03-31,55.97,63162000.0,0.45362796690749435,0.5430406002664201
ACCD,2021-02-28,47.08,9905000.0,0.3372420728024772,-2.416157202396832
ACCD,2021-05-31,51.05,-28315000.0,-0.48600069964190423,1.646930869333329
ACCD,2021-08-31,47.38,-11902000.0,-0.18480154632096096,-0.6129462625705562
ACCD,2021-11-30,25.67,-22146000.0,-0.3385269123545172,0.36498070936105775
ACCD,2022-02-28,17.98,-2508000.0,-0.03731648857913095,-1.1106519369574248
ACCD,2022-05-31,6.42,-30967000.0,-0.44404365912623645,-0.08633123480394707
ACCD,2022-08-31,10.18,-3892000.0,-0.05522464753776823,-0.7011678276660371
ACCD,2022-11-30,8.83,-5188000.0,-0.07283616603731287,-0.7848437941588635
ACCD,2023-02-28,11.11,-2763000.0,-0.037501752423094364,0.004964664442383223
ACCD,2023-05-31,12.04,-20164000.0,-0.2755397875545057,-0.37947590987630125
ACCD,2023-08-31,13.49,-9126000.0,-0.12089384025218301,1.189128326613647
ACCD,2023-11-30,8.73,3270000.0,0.04294762218322701,-1.5896469366773862
ACCD,2024-02-29,10.25,4916000.0,0.06570366777092755,-2.7520159332731837
ACCD,2024-05-31,7.08,-7833000.0,-0.10026946795468834,-0.6360980428829952
ACCO,2020-09-30,4.59,86400001.0,0.9142857248677249,-0.5134444561227375
ACCO,2020-12-31,6.74,93899999.0,0.9926004122621565,-0.2219941833929951
ACCO,2021-03-31,6.78,-46200000.0,-0.48580441640378547,0.4528730210206669
ACCO,2021-06-30,6.98,-18200000.0,-0.19137749737118823,-0.5917568058334699
ACCO,2021-09-30,7.0,94500000.0,0.9884937238493724,0.08116499794676729
ACCO,2021-12-31,6.79,108300000.0,1.1328451882845187,0.1412902657402102
ACCO,2022-03-31,6.64,-107600000.0,-1.1231732776617953,1.3119865520700593
ACCO,2022-06-30,5.47,2900000.0,0.030145530145530147,-1.157518676749446
ACCO,2022-09-30,4.15,83500000.0,0.8835978835978836,-0.10611685003219395
ACCO,2022-12-31,4.98,89500000.0,0.9450897571277719,-0.16573794292322255
ACCO,2023-03-31,4.64,-25200000.0,-0.2655426765015806,-0.7635781746389273
ACCO,2023-06-30,4.61,-20200000.0,-0.21174004192872117,-8.023928287428612
ACCO,2023-09-30,4.83,108600000.0,1.1383647798742138,0.2883290023726132
ACCO,2023-12-31,5.71,54300000.0,0.5685863874345549,-0.3983784258094709
ACCO,2024-03-31,5.01,25900000.0,0.27063740856844304,-2.0191861140137
ACEL,2020-09-30,10.71,7867000.0,0.09502929274627046,-0.4824266006340428
ACEL,2020-12-31,10.1,-15653000.0,-0.16746370532036675,13.569151291948218
ACEL,2021-03-31,10.93,19607000.0,0.20976559574627424,-3.024291199430487
ACEL,2021-06-30,11.87,24027000.0,0.25665210378456904,-2.522398152851329
ACEL,2021-09-30,12.14,18667000.0,0.19857665631249735,1.0896362645010922
ACEL,2021-12-31,13.02,20106000.0,0.2138208269525268,-2.276818917528885
ACEL,2022-03-31,12.18,15674000.0,0.16855032099190262,-0.19648252902360736
ACEL,2022-06-30,10.62,13722000.0,0.14862230309331947,-0.42091920969379076
ACEL,2022-09-30,7.81,17611000.0,0.19569517290425817,-0.014510685504265073
ACEL,2022-12-31,7.93,15757000.0,0.18069332477093678,-0.15493112927182298
ACEL,2023-03-31,9.11,16998000.0,0.19563791218277032,0.16070922340260052
ACEL,2023-06-30,10.56,6352000.0,0.07370277545716142,-0.5040934373700044
ACEL,2023-09-30,10.81,9903000.0,0.11533220753508415,-0.41065379475911123
ACEL,2023-12-31,10.34,19214000.0,0.2264146496665174,0.2530327279856138
ACEL,2024-03-31,11.87,8295000.0,0.09840091105364303,-0.49702534669397724
ACER,2020-09-30,2.88,-4449409.0,-0.3864261636055623,-0.4704201065335251
ACER,2020-12-31,2.62,-17025167238.0,-1361.2480309470802,3396.9489166090025
ACER,2021-09-30,2.56,-7976836.0,-0.557421382891864,0.44250424891219864
ACER,2021-12-31,2.28,-1440734.0,-0.10066210303442231,-0.999926051607976
ACER,2022-03-31,2.9,-3042185.0,-0.21258791953512463,-2.0020979973348583
ACER,2022-06-30,1.26,-9854837.0,-0.6452157946986936,-2.482521446137058
